experience,education_level,job_role,location,industry,salary
10,High School,Analyst,Chennai,Manufacturing,492000.0
18,Bachelors,Business Analyst,Chennai,Retail,669000.0
11,Masters,Software Engineer,Chennai,Finance,1326000.0
17,Bachelors,Manager,Hyderabad,IT,1758000.0
3,Bachelors,Analyst,Pune,Education,466000.0
11,High School,Software Engineer,Pune,Finance,900000.0
8,Masters,Analyst,Mumbai,Retail,789000.0
2,Masters,Analyst,Chennai,Finance,774000.0
5,Masters,DevOps Engineer,Delhi,IT,1298000.0
10,Bachelors,Business Analyst,Pune,Finance,1046000.0
4,Bachelors,Software Engineer,Pune,IT,929000.0
20,Masters,Data Scientist,Kolkata,Healthcare,1592000.0
12,Bachelors,Business Analyst,Hyderabad,Finance,867000.0
2,Bachelors,Manager,Pune,IT,1233000.0
22,Bachelors,Data Scientist,Mumbai,IT,1885000.0
23,Bachelors,Manager,Chennai,Education,1300000.0
4,Masters,Software Engineer,Pune,Education,739000.0
17,Masters,Analyst,Pune,Healthcare,778000.0
10,Bachelors,DevOps Engineer,Chennai,Finance,1182000.0
5,Bachelors,Manager,Bangalore,Retail,1234000.0
17,Bachelors,Analyst,Mumbai,Healthcare,789000.0
5,Masters,Business Analyst,Hyderabad,Finance,858000.0
4,Masters,Business Analyst,Delhi,Education,689000.0
3,PhD,Software Engineer,Bangalore,Retail,912000.0
12,Masters,DevOps Engineer,Kolkata,IT,1095000.0
3,PhD,Software Engineer,Bangalore,Retail,852000.0
1,Bachelors,Business Analyst,Mumbai,Healthcare,692000.0
12,Bachelors,Software Engineer,Chennai,Manufacturing,851000.0
11,Bachelors,Analyst,Pune,Education,600000.0
23,PhD,Business Analyst,Pune,Finance,1310000.0
10,Bachelors,Business Analyst,Bangalore,Healthcare,873000.0
24,Masters,Analyst,Chennai,Retail,926000.0
7,High School,Software Engineer,Chennai,Education,596000.0
21,Bachelors,Manager,Hyderabad,Retail,1633000.0
21,Masters,Manager,Chennai,IT,2180000.0
25,PhD,Software Engineer,Mumbai,Healthcare,2143000.0
25,PhD,Manager,Kolkata,Manufacturing,1698000.0
5,Bachelors,DevOps Engineer,Pune,Healthcare,937000.0
10,PhD,Analyst,Delhi,IT,1249000.0
14,Masters,Business Analyst,Mumbai,IT,1300000.0
7,Masters,Software Engineer,Bangalore,IT,1198000.0
5,Bachelors,Business Analyst,Chennai,Manufacturing,571000.0
22,High School,DevOps Engineer,Chennai,Manufacturing,974000.0
9,Masters,Business Analyst,Kolkata,Finance,1020000.0
8,Bachelors,DevOps Engineer,Bangalore,Manufacturing,1077000.0
6,High School,Analyst,Bangalore,Education,458000.0
24,Masters,Business Analyst,Chennai,Retail,995000.0
0,Masters,Data Scientist,Pune,IT,1097000.0
1,High School,Manager,Hyderabad,Manufacturing,792000.0
13,Masters,Business Analyst,Delhi,Retail,756000.0
18,Bachelors,Data Scientist,Bangalore,Finance,1884000.0
1,High School,Business Analyst,Pune,Education,373000.0
1,Bachelors,DevOps Engineer,Hyderabad,Healthcare,729000.0
6,Bachelors,Software Engineer,Hyderabad,Retail,692000.0
12,Masters,Business Analyst,Mumbai,IT,1212000.0
22,Bachelors,DevOps Engineer,Delhi,Finance,1646000.0
3,Masters,Manager,Kolkata,Finance,1469000.0
19,Bachelors,DevOps Engineer,Hyderabad,Education,884000.0
12,PhD,Data Scientist,Kolkata,Manufacturing,1239000.0
16,Bachelors,Software Engineer,Delhi,Retail,1009000.0
25,Masters,DevOps Engineer,Hyderabad,IT,1671000.0
10,Masters,Analyst,Mumbai,IT,1205000.0
1,Bachelors,Manager,Delhi,Healthcare,1123000.0
15,PhD,Analyst,Chennai,IT,1136000.0
25,High School,Business Analyst,Bangalore,Education,781000.0
9,Bachelors,Business Analyst,Chennai,Healthcare,777000.0
12,Bachelors,Manager,Mumbai,IT,1987000.0
8,Bachelors,Analyst,Mumbai,Education,617000.0
4,High School,Business Analyst,Hyderabad,Education,413000.0
15,Bachelors,DevOps Engineer,Mumbai,Education,1117000.0
8,High School,Software Engineer,Chennai,Finance,671000.0
1,Bachelors,Software Engineer,Hyderabad,Healthcare,741000.0
21,Masters,Software Engineer,Kolkata,Retail,1049000.0
3,Masters,Manager,Hyderabad,Education,1059000.0
11,Bachelors,DevOps Engineer,Hyderabad,IT,1160000.0
2,Masters,Software Engineer,Hyderabad,Manufacturing,848000.0
9,Bachelors,Business Analyst,Delhi,Manufacturing,774000.0
1,High School,Manager,Hyderabad,Finance,950000.0
2,Bachelors,DevOps Engineer,Bangalore,Education,669000.0
10,Masters,Data Scientist,Kolkata,Finance,1443000.0
5,Masters,Manager,Pune,IT,1683000.0
21,High School,Analyst,Pune,Manufacturing,632000.0
8,Bachelors,DevOps Engineer,Pune,Retail,873000.0
6,Bachelors,DevOps Engineer,Kolkata,Healthcare,726000.0
20,Masters,Manager,Pune,Healthcare,2068000.0
7,Bachelors,Analyst,Kolkata,Healthcare,585000.0
8,PhD,Data Scientist,Kolkata,Retail,1076000.0
25,Masters,Software Engineer,Pune,Retail,1347000.0
23,PhD,Data Scientist,Mumbai,Education,1708000.0
25,Bachelors,Data Scientist,Bangalore,Finance,2071000.0
24,Masters,Business Analyst,Mumbai,Healthcare,1357000.0
3,Bachelors,Manager,Mumbai,Healthcare,1317000.0
0,Bachelors,Manager,Hyderabad,Manufacturing,969000.0
8,Masters,Data Scientist,Bangalore,Finance,1740000.0
4,Bachelors,Software Engineer,Mumbai,Manufacturing,731000.0
1,Bachelors,Business Analyst,Delhi,Retail,468000.0
13,High School,DevOps Engineer,Hyderabad,Manufacturing,840000.0
13,Bachelors,DevOps Engineer,Mumbai,Manufacturing,1320000.0
5,Bachelors,Manager,Chennai,Healthcare,1077000.0
10,Masters,Analyst,Pune,Education,675000.0
11,PhD,Manager,Mumbai,Education,1777000.0
10,Bachelors,Data Scientist,Mumbai,Manufacturing,1302000.0
21,High School,DevOps Engineer,Kolkata,Education,700000.0
22,Bachelors,Data Scientist,Hyderabad,Education,1156000.0
14,Bachelors,Analyst,Pune,IT,868000.0
21,Masters,Manager,Bangalore,Retail,1724000.0
9,Masters,Manager,Kolkata,Finance,1622000.0
22,Masters,Analyst,Hyderabad,Retail,916000.0
24,Bachelors,Manager,Chennai,Retail,1398000.0
23,PhD,Data Scientist,Mumbai,IT,2460000.0
24,Masters,Software Engineer,Mumbai,Education,1291000.0
25,Bachelors,Data Scientist,Chennai,Education,1081000.0
19,Masters,Data Scientist,Kolkata,IT,1542000.0
12,PhD,Data Scientist,Mumbai,Healthcare,1794000.0
8,High School,Data Scientist,Bangalore,IT,1158000.0
8,PhD,Business Analyst,Mumbai,Healthcare,1063000.0
20,Bachelors,Data Scientist,Mumbai,Healthcare,1576000.0
22,PhD,Business Analyst,Chennai,Manufacturing,1071000.0
3,Masters,Manager,Pune,Finance,1615000.0
8,Bachelors,DevOps Engineer,Kolkata,Manufacturing,700000.0
24,Bachelors,Data Scientist,Pune,Healthcare,1139000.0
23,Masters,Business Analyst,Kolkata,Finance,1223000.0
23,Bachelors,Manager,Mumbai,Finance,2428000.0
23,Bachelors,Business Analyst,Chennai,Manufacturing,956000.0
20,Masters,Software Engineer,Chennai,IT,1455000.0
24,PhD,DevOps Engineer,Chennai,Retail,1341000.0
19,Bachelors,Analyst,Hyderabad,Education,728000.0
4,Masters,Data Scientist,Delhi,Manufacturing,1238000.0
4,Masters,Analyst,Mumbai,Manufacturing,739000.0
14,Masters,DevOps Engineer,Chennai,Manufacturing,1117000.0
20,Bachelors,Analyst,Pune,Finance,916000.0
8,Bachelors,Data Scientist,Hyderabad,IT,1330000.0
16,Masters,Manager,Pune,IT,2148000.0
16,Bachelors,Software Engineer,Mumbai,Education,882000.0
16,PhD,Data Scientist,Pune,Healthcare,1690000.0
25,Masters,DevOps Engineer,Bangalore,IT,1999000.0
1,Masters,Business Analyst,Bangalore,Retail,655000.0
20,Masters,Software Engineer,Kolkata,Retail,894000.0
22,Bachelors,Software Engineer,Mumbai,Finance,1641000.0
3,Bachelors,Analyst,Mumbai,Education,489000.0
2,High School,Data Scientist,Bangalore,Manufacturing,741000.0
5,Bachelors,Software Engineer,Mumbai,Retail,969000.0
0,Bachelors,DevOps Engineer,Chennai,Manufacturing,511000.0
10,Masters,Manager,Pune,Education,1422000.0
11,Bachelors,DevOps Engineer,Mumbai,IT,1291000.0
23,PhD,Data Scientist,Pune,Healthcare,2036000.0
18,High School,Manager,Bangalore,IT,1639000.0
4,Bachelors,Software Engineer,Hyderabad,IT,878000.0
4,Masters,DevOps Engineer,Chennai,Manufacturing,862000.0
17,Bachelors,Analyst,Hyderabad,Retail,613000.0
1,Bachelors,Manager,Bangalore,Retail,987000.0
22,Bachelors,Analyst,Hyderabad,Retail,786000.0
23,PhD,Data Scientist,Pune,Finance,2376000.0
1,PhD,Business Analyst,Kolkata,Manufacturing,611000.0
8,Masters,Data Scientist,Kolkata,IT,1323000.0
6,Bachelors,Data Scientist,Delhi,IT,1114000.0
2,Bachelors,Manager,Delhi,Manufacturing,1066000.0
6,Bachelors,DevOps Engineer,Kolkata,Healthcare,801000.0
8,High School,Manager,Mumbai,Education,983000.0
20,High School,Analyst,Hyderabad,Healthcare,626000.0
9,Bachelors,DevOps Engineer,Bangalore,Healthcare,1138000.0
3,PhD,Data Scientist,Bangalore,Finance,1450000.0
20,PhD,DevOps Engineer,Mumbai,Retail,1645000.0
1,Bachelors,Business Analyst,Kolkata,IT,491000.0
16,Bachelors,Software Engineer,Bangalore,Education,979000.0
5,PhD,Software Engineer,Delhi,Finance,1532000.0
21,Bachelors,Manager,Mumbai,Retail,1642000.0
14,Masters,Analyst,Bangalore,Healthcare,1068000.0
25,PhD,Manager,Bangalore,Healthcare,2386000.0
19,Bachelors,Software Engineer,Chennai,Education,889000.0
14,High School,Software Engineer,Bangalore,Manufacturing,784000.0
7,Bachelors,Data Scientist,Mumbai,Manufacturing,1093000.0
25,Masters,Data Scientist,Hyderabad,Finance,2113000.0
3,PhD,Business Analyst,Hyderabad,Healthcare,899000.0
9,Bachelors,Analyst,Hyderabad,Healthcare,662000.0
5,Masters,Software Engineer,Kolkata,Education,743000.0
0,Masters,Software Engineer,Delhi,Healthcare,928000.0
10,Masters,DevOps Engineer,Delhi,Education,957000.0
17,Masters,Business Analyst,Pune,Education,833000.0
10,Masters,Business Analyst,Kolkata,Manufacturing,596000.0
6,High School,DevOps Engineer,Kolkata,Education,507000.0
13,High School,Software Engineer,Bangalore,Manufacturing,805000.0
5,Bachelors,Business Analyst,Chennai,IT,770000.0
6,Masters,Manager,Mumbai,Healthcare,1578000.0
3,Bachelors,Manager,Kolkata,Education,881000.0
24,Bachelors,Data Scientist,Kolkata,IT,1228000.0
12,Bachelors,Business Analyst,Kolkata,Manufacturing,668000.0
6,Bachelors,Software Engineer,Chennai,Retail,557000.0
8,High School,Business Analyst,Mumbai,Manufacturing,717000.0
22,Masters,Analyst,Hyderabad,IT,1205000.0
21,Bachelors,Business Analyst,Pune,Retail,735000.0
15,Bachelors,Software Engineer,Pune,Retail,956000.0
1,Bachelors,Manager,Delhi,Manufacturing,977000.0
9,Masters,Analyst,Kolkata,Finance,873000.0
8,Bachelors,Analyst,Hyderabad,Manufacturing,589000.0
23,Masters,Business Analyst,Bangalore,IT,1329000.0
0,Bachelors,Data Scientist,Pune,Finance,918000.0
18,Bachelors,Software Engineer,Delhi,Retail,869000.0
15,PhD,Software Engineer,Chennai,Retail,1051000.0
25,Bachelors,Business Analyst,Chennai,Finance,1105000.0
16,Masters,Data Scientist,Bangalore,Retail,1535000.0
10,High School,Business Analyst,Mumbai,Retail,670000.0
20,Bachelors,Data Scientist,Kolkata,IT,1484000.0
23,Masters,Software Engineer,Hyderabad,IT,1753000.0
18,Bachelors,DevOps Engineer,Bangalore,Manufacturing,1358000.0
8,Masters,Analyst,Mumbai,Retail,779000.0
13,Bachelors,Data Scientist,Mumbai,Finance,1826000.0
3,Masters,Manager,Bangalore,IT,1386000.0
12,Bachelors,Business Analyst,Chennai,Manufacturing,626000.0
18,High School,DevOps Engineer,Mumbai,Manufacturing,1076000.0
3,Bachelors,Manager,Mumbai,Finance,1605000.0
10,Masters,Software Engineer,Bangalore,Education,966000.0
1,Masters,Software Engineer,Kolkata,IT,880000.0
12,Bachelors,Data Scientist,Kolkata,IT,1244000.0
2,Masters,Manager,Chennai,Healthcare,1173000.0
5,Masters,Software Engineer,Pune,Healthcare,906000.0
20,Masters,Manager,Delhi,Retail,2028000.0
11,Bachelors,Business Analyst,Mumbai,Manufacturing,883000.0
15,Bachelors,Analyst,Bangalore,Retail,702000.0
11,Masters,Analyst,Pune,IT,853000.0
25,Masters,Manager,Mumbai,Finance,3096000.0
16,Bachelors,DevOps Engineer,Bangalore,Healthcare,1244000.0
5,Masters,Business Analyst,Bangalore,Manufacturing,786000.0
25,Bachelors,Analyst,Kolkata,Manufacturing,697000.0
9,Masters,Manager,Pune,Manufacturing,1595000.0
19,Bachelors,Manager,Bangalore,Retail,1631000.0
21,High School,Business Analyst,Mumbai,Retail,795000.0
15,Bachelors,DevOps Engineer,Mumbai,Retail,1121000.0
6,PhD,DevOps Engineer,Delhi,Finance,1630000.0
5,High School,Manager,Kolkata,Healthcare,871000.0
9,High School,Analyst,Mumbai,Retail,539000.0
10,Bachelors,Analyst,Hyderabad,Healthcare,697000.0
15,Bachelors,DevOps Engineer,Hyderabad,Manufacturing,1086000.0
3,High School,Analyst,Delhi,Healthcare,487000.0
2,Masters,Business Analyst,Chennai,Finance,768000.0
18,Bachelors,Data Scientist,Chennai,Healthcare,1279000.0
24,Bachelors,Analyst,Pune,Healthcare,849000.0
4,Masters,Business Analyst,Mumbai,Retail,790000.0
11,Bachelors,DevOps Engineer,Bangalore,Finance,1437000.0
10,PhD,Business Analyst,Delhi,Healthcare,1242000.0
22,Masters,Analyst,Chennai,Education,916000.0
24,Masters,Data Scientist,Hyderabad,Healthcare,1778000.0
0,Masters,Manager,Bangalore,Education,1001000.0
16,Masters,DevOps Engineer,Delhi,Education,1099000.0
17,Masters,Analyst,Mumbai,Education,1016000.0
5,Bachelors,Data Scientist,Hyderabad,Retail,827000.0
12,Masters,Software Engineer,Hyderabad,Finance,1424000.0
7,High School,Analyst,Hyderabad,Education,440000.0
7,High School,Data Scientist,Hyderabad,IT,1066000.0
15,Masters,Analyst,Pune,Retail,786000.0
14,Masters,Analyst,Chennai,IT,1022000.0
22,Masters,Business Analyst,Hyderabad,Manufacturing,1169000.0
19,Bachelors,Business Analyst,Pune,Education,736000.0
18,Masters,Data Scientist,Delhi,Education,1403000.0
25,Bachelors,Manager,Delhi,Manufacturing,1968000.0
4,Masters,Manager,Pune,Healthcare,1085000.0
13,Masters,Business Analyst,Hyderabad,Education,769000.0
3,Masters,Manager,Chennai,Finance,1667000.0
21,Masters,Data Scientist,Hyderabad,Manufacturing,1374000.0
13,Masters,Business Analyst,Hyderabad,Finance,1182000.0
7,Bachelors,Analyst,Kolkata,Education,414000.0
22,PhD,Data Scientist,Bangalore,Finance,2555000.0
20,Bachelors,Software Engineer,Hyderabad,Retail,1002000.0
11,Masters,Data Scientist,Pune,Retail,991000.0
16,Masters,Manager,Delhi,Healthcare,1583000.0
8,Bachelors,Manager,Hyderabad,Healthcare,1544000.0
6,Bachelors,Data Scientist,Pune,Education,841000.0
7,Bachelors,Software Engineer,Bangalore,Retail,635000.0
5,Masters,Software Engineer,Kolkata,Finance,977000.0
6,PhD,Business Analyst,Mumbai,Manufacturing,1104000.0
5,Masters,Business Analyst,Hyderabad,Healthcare,769000.0
1,PhD,Business Analyst,Hyderabad,Manufacturing,684000.0
24,Masters,Analyst,Delhi,Healthcare,1090000.0
4,Bachelors,Software Engineer,Pune,IT,921000.0
20,Masters,DevOps Engineer,Kolkata,Retail,1178000.0
16,Masters,Business Analyst,Bangalore,Manufacturing,1242000.0
3,Bachelors,Business Analyst,Bangalore,Finance,826000.0
25,Masters,Business Analyst,Pune,Retail,1036000.0
16,Masters,Business Analyst,Pune,Finance,1236000.0
6,PhD,Data Scientist,Chennai,Manufacturing,1442000.0
17,Bachelors,Business Analyst,Hyderabad,Retail,767000.0
18,Masters,Software Engineer,Kolkata,Finance,1300000.0
11,Bachelors,Manager,Hyderabad,IT,1547000.0
14,Bachelors,Business Analyst,Hyderabad,IT,1028000.0
24,Bachelors,Analyst,Hyderabad,Education,781000.0
18,Masters,Analyst,Pune,IT,1052000.0
0,Bachelors,Business Analyst,Chennai,Retail,376000.0
12,Masters,DevOps Engineer,Bangalore,IT,1464000.0
2,Bachelors,Software Engineer,Chennai,Healthcare,741000.0
5,Masters,DevOps Engineer,Kolkata,Finance,1228000.0
5,PhD,Analyst,Kolkata,Education,592000.0
3,PhD,Manager,Delhi,IT,1783000.0
8,Bachelors,Manager,Hyderabad,Healthcare,1216000.0
7,Bachelors,Manager,Bangalore,Finance,1527000.0
17,PhD,Software Engineer,Pune,Education,1082000.0
3,Bachelors,Analyst,Bangalore,Education,445000.0
23,Bachelors,Business Analyst,Bangalore,Finance,1147000.0
18,PhD,Business Analyst,Mumbai,Finance,1795000.0
15,Masters,Analyst,Kolkata,IT,849000.0
1,Masters,Data Scientist,Kolkata,Education,785000.0
22,Bachelors,Software Engineer,Hyderabad,IT,1343000.0
20,Bachelors,Software Engineer,Kolkata,Manufacturing,920000.0
20,Masters,Software Engineer,Kolkata,Manufacturing,1125000.0
13,Masters,DevOps Engineer,Bangalore,Retail,1219000.0
23,Bachelors,Business Analyst,Hyderabad,IT,1125000.0
20,Masters,DevOps Engineer,Pune,Healthcare,1389000.0
7,Bachelors,Software Engineer,Kolkata,IT,838000.0
4,High School,Business Analyst,Pune,Retail,418000.0
23,High School,DevOps Engineer,Chennai,Retail,831000.0
0,Masters,Analyst,Hyderabad,Healthcare,536000.0
11,Bachelors,Data Scientist,Chennai,Healthcare,1174000.0
21,Bachelors,DevOps Engineer,Bangalore,Finance,1828000.0
20,Bachelors,Data Scientist,Pune,Education,1093000.0
21,Bachelors,Software Engineer,Bangalore,IT,1381000.0
9,Bachelors,Business Analyst,Pune,IT,816000.0
16,Bachelors,Data Scientist,Chennai,IT,1491000.0
5,Bachelors,DevOps Engineer,Chennai,Manufacturing,711000.0
7,Masters,DevOps Engineer,Chennai,Healthcare,1091000.0
12,Bachelors,Business Analyst,Mumbai,Education,764000.0
25,PhD,Data Scientist,Kolkata,Manufacturing,1907000.0
5,Masters,Data Scientist,Delhi,Education,1156000.0
12,Bachelors,Manager,Pune,Healthcare,1481000.0
10,High School,Analyst,Bangalore,Healthcare,649000.0
25,Masters,Business Analyst,Chennai,IT,1099000.0
6,Bachelors,Software Engineer,Mumbai,Education,871000.0
13,Bachelors,DevOps Engineer,Kolkata,Healthcare,863000.0
15,Masters,DevOps Engineer,Kolkata,Retail,989000.0
1,Masters,DevOps Engineer,Pune,Healthcare,743000.0
8,Bachelors,Data Scientist,Pune,Education,878000.0
24,Bachelors,DevOps Engineer,Delhi,Manufacturing,1349000.0
17,High School,Business Analyst,Chennai,Education,586000.0
22,Masters,DevOps Engineer,Delhi,Retail,1322000.0
13,Bachelors,Business Analyst,Pune,Manufacturing,807000.0
7,Bachelors,Software Engineer,Chennai,Finance,949000.0
19,Bachelors,Analyst,Pune,Healthcare,841000.0
3,Bachelors,Software Engineer,Bangalore,Healthcare,871000.0
4,Masters,DevOps Engineer,Mumbai,Manufacturing,1071000.0
22,Bachelors,Analyst,Delhi,Healthcare,837000.0
8,Masters,DevOps Engineer,Bangalore,Finance,1571000.0
14,Bachelors,Manager,Pune,Manufacturing,1278000.0
24,Bachelors,Business Analyst,Pune,IT,1161000.0
13,Bachelors,Software Engineer,Bangalore,Manufacturing,1110000.0
2,Masters,Data Scientist,Delhi,Healthcare,1172000.0
21,PhD,Software Engineer,Hyderabad,Finance,1769000.0
11,High School,Data Scientist,Hyderabad,Healthcare,963000.0
17,Masters,Analyst,Delhi,Manufacturing,920000.0
24,Masters,Data Scientist,Kolkata,Education,1253000.0
1,High School,Analyst,Mumbai,Manufacturing,433000.0
7,High School,Business Analyst,Hyderabad,Healthcare,548000.0
23,Bachelors,Business Analyst,Delhi,Education,860000.0
21,Bachelors,Manager,Chennai,Manufacturing,1430000.0
6,High School,Manager,Chennai,Retail,733000.0
2,Bachelors,DevOps Engineer,Kolkata,Healthcare,624000.0
4,Masters,Manager,Chennai,Education,1013000.0
24,Bachelors,Manager,Delhi,Manufacturing,1758000.0
21,High School,Business Analyst,Mumbai,Finance,1034000.0
12,Bachelors,DevOps Engineer,Chennai,Education,742000.0
18,Masters,Manager,Pune,IT,2058000.0
19,Masters,Manager,Delhi,Finance,2529000.0
10,Bachelors,Data Scientist,Kolkata,Retail,826000.0
11,High School,Data Scientist,Bangalore,Finance,1153000.0
9,Masters,Analyst,Bangalore,Retail,765000.0
18,PhD,Data Scientist,Mumbai,Education,1965000.0
23,Masters,DevOps Engineer,Pune,Retail,1160000.0
10,Bachelors,Analyst,Pune,Retail,535000.0
9,Masters,Data Scientist,Kolkata,Education,887000.0
18,Bachelors,Data Scientist,Mumbai,Healthcare,1499000.0
9,Masters,DevOps Engineer,Delhi,IT,1530000.0
15,High School,DevOps Engineer,Hyderabad,Education,771000.0
9,Masters,Software Engineer,Chennai,IT,1125000.0
21,Bachelors,Business Analyst,Hyderabad,Retail,876000.0
10,Bachelors,Data Scientist,Delhi,IT,1444000.0
1,Bachelors,Software Engineer,Kolkata,Finance,629000.0
3,Bachelors,Analyst,Delhi,IT,777000.0
13,Bachelors,Manager,Chennai,Education,1205000.0
4,Masters,DevOps Engineer,Delhi,Finance,1058000.0
11,Bachelors,DevOps Engineer,Kolkata,Retail,768000.0
15,PhD,Software Engineer,Bangalore,Retail,1108000.0
3,Masters,DevOps Engineer,Mumbai,Retail,875000.0
3,Bachelors,Analyst,Hyderabad,Manufacturing,501000.0
5,Masters,Software Engineer,Chennai,Manufacturing,872000.0
4,Bachelors,Manager,Pune,Healthcare,845000.0
13,Bachelors,Software Engineer,Chennai,Healthcare,851000.0
21,High School,Business Analyst,Mumbai,Education,652000.0
2,Masters,Business Analyst,Hyderabad,IT,918000.0
4,Bachelors,Software Engineer,Pune,IT,794000.0
19,Bachelors,Analyst,Pune,Manufacturing,852000.0
25,High School,Manager,Hyderabad,Healthcare,1153000.0
0,Bachelors,Business Analyst,Pune,IT,665000.0
5,Masters,Analyst,Bangalore,Healthcare,737000.0
2,Masters,Manager,Kolkata,Education,948000.0
3,Bachelors,Analyst,Hyderabad,Healthcare,596000.0
12,Masters,Business Analyst,Kolkata,IT,928000.0
20,Masters,Analyst,Mumbai,Education,795000.0
7,PhD,Analyst,Delhi,Healthcare,983000.0
23,High School,Analyst,Kolkata,Manufacturing,537000.0
10,Masters,Analyst,Mumbai,Manufacturing,785000.0
5,Bachelors,DevOps Engineer,Bangalore,Finance,1168000.0
0,PhD,Analyst,Kolkata,Manufacturing,561000.0
11,Bachelors,Business Analyst,Chennai,Manufacturing,764000.0
20,Bachelors,Software Engineer,Chennai,IT,1179000.0
19,Masters,Analyst,Bangalore,Manufacturing,1108000.0
25,Bachelors,DevOps Engineer,Bangalore,Retail,1231000.0
14,Bachelors,Software Engineer,Hyderabad,Retail,797000.0
18,High School,DevOps Engineer,Hyderabad,Healthcare,788000.0
12,Bachelors,Software Engineer,Mumbai,Manufacturing,1003000.0
9,Masters,Business Analyst,Hyderabad,Education,673000.0
24,PhD,DevOps Engineer,Bangalore,Finance,1869000.0
16,Bachelors,Data Scientist,Bangalore,Retail,1144000.0
1,High School,Manager,Mumbai,Manufacturing,837000.0
25,Bachelors,DevOps Engineer,Delhi,IT,1459000.0
19,High School,Analyst,Hyderabad,IT,700000.0
17,Bachelors,Business Analyst,Mumbai,Healthcare,1182000.0
16,Bachelors,DevOps Engineer,Delhi,IT,1223000.0
3,Bachelors,DevOps Engineer,Mumbai,Finance,1205000.0
17,Bachelors,Business Analyst,Bangalore,Finance,1215000.0
25,PhD,Business Analyst,Hyderabad,Manufacturing,1413000.0
18,Bachelors,DevOps Engineer,Chennai,Manufacturing,1105000.0
24,Masters,Data Scientist,Chennai,Education,1290000.0
20,Bachelors,Manager,Pune,Retail,1484000.0
11,High School,Analyst,Pune,Healthcare,629000.0
25,Bachelors,Analyst,Pune,Finance,1027000.0
10,Masters,Data Scientist,Kolkata,IT,1297000.0
1,Masters,DevOps Engineer,Delhi,IT,1049000.0
22,Masters,Analyst,Pune,Manufacturing,936000.0
18,Masters,Software Engineer,Delhi,Retail,1054000.0
21,High School,Business Analyst,Delhi,Retail,592000.0
6,Bachelors,Business Analyst,Mumbai,Healthcare,805000.0
18,Masters,Business Analyst,Pune,Healthcare,1047000.0
12,PhD,Analyst,Pune,Finance,1101000.0
19,Bachelors,Analyst,Chennai,Healthcare,798000.0
12,PhD,Software Engineer,Kolkata,Manufacturing,1011000.0
12,Bachelors,DevOps Engineer,Delhi,IT,1281000.0
11,High School,Analyst,Hyderabad,IT,709000.0
24,PhD,Software Engineer,Bangalore,Education,1408000.0
8,Bachelors,Analyst,Hyderabad,Retail,518000.0
10,High School,DevOps Engineer,Chennai,Healthcare,723000.0
24,High School,Analyst,Pune,IT,801000.0
7,Masters,Manager,Bangalore,Education,1373000.0
15,PhD,DevOps Engineer,Chennai,Retail,1276000.0
4,High School,DevOps Engineer,Delhi,Finance,883000.0
17,Bachelors,Manager,Pune,Retail,1533000.0
17,Masters,Analyst,Mumbai,Healthcare,1208000.0
13,Masters,Manager,Bangalore,IT,2059000.0
18,Masters,DevOps Engineer,Pune,Manufacturing,1362000.0
0,Masters,Analyst,Kolkata,Retail,396000.0
16,PhD,Analyst,Delhi,Healthcare,1294000.0
22,Masters,DevOps Engineer,Kolkata,Healthcare,1240000.0
12,Bachelors,Manager,Pune,Manufacturing,1501000.0
10,Masters,DevOps Engineer,Chennai,Healthcare,1049000.0
17,Masters,Software Engineer,Chennai,IT,1339000.0
11,Bachelors,Analyst,Pune,Healthcare,641000.0
9,Bachelors,Manager,Mumbai,Manufacturing,1625000.0
24,Masters,Data Scientist,Chennai,Retail,1345000.0
16,Bachelors,Business Analyst,Hyderabad,Retail,756000.0
1,Bachelors,Data Scientist,Bangalore,Manufacturing,845000.0
10,Bachelors,DevOps Engineer,Hyderabad,Retail,814000.0
2,Bachelors,Analyst,Bangalore,Healthcare,568000.0
17,Masters,Manager,Chennai,Retail,1655000.0
24,High School,Manager,Hyderabad,Healthcare,1274000.0
1,Masters,Data Scientist,Chennai,Healthcare,990000.0
21,PhD,Software Engineer,Delhi,Healthcare,1768000.0
0,Bachelors,Manager,Pune,Finance,1148000.0
5,Masters,DevOps Engineer,Bangalore,Healthcare,982000.0
6,Masters,Data Scientist,Hyderabad,IT,1363000.0
19,Bachelors,Manager,Pune,IT,1717000.0
12,Masters,Manager,Bangalore,Healthcare,2199000.0
4,Masters,Data Scientist,Pune,Finance,1414000.0
12,High School,Business Analyst,Delhi,Retail,610000.0
15,Bachelors,Software Engineer,Hyderabad,Retail,855000.0
10,Bachelors,Business Analyst,Delhi,Retail,672000.0
4,Bachelors,Software Engineer,Kolkata,Finance,713000.0
21,Bachelors,Business Analyst,Pune,Retail,846000.0
22,Bachelors,Data Scientist,Kolkata,Education,934000.0
22,Bachelors,Data Scientist,Bangalore,Retail,1550000.0
22,Bachelors,Data Scientist,Mumbai,Finance,1813000.0
10,Masters,Business Analyst,Mumbai,Manufacturing,889000.0
14,PhD,Software Engineer,Kolkata,IT,1284000.0
11,Masters,DevOps Engineer,Bangalore,Healthcare,1348000.0
18,Masters,DevOps Engineer,Mumbai,Finance,2013000.0
15,Masters,Data Scientist,Bangalore,Retail,1381000.0
23,High School,DevOps Engineer,Chennai,Manufacturing,948000.0
24,High School,DevOps Engineer,Mumbai,Finance,1318000.0
